# This table is a summary of properties of many of the known transiting exoplanets.
#
# name = name of the planet
# RA = right ascension of the system on the sky (in degrees)
# Dec = declination of the system on the sky (in degrees)
# magnitude_J = brightness of the star (in J-band, 1.1-1.3 microns; magnitudes)
# distance = distance to the star, in parsecs
# stellar_mass = mass of the star, in solar masses
# stellar_radius = radius of the star, in solar radii
# stellar_luminosity = luminosity of the star, relative to the Sun
# stellar_temperature = temperature of the star, in K
# planet_mass = mass of planet, in Earth masses
# planet_radius = radius of planet, in Earth radii
# planet_period = period of planet, in days
# planet_semimajor = semimajor axis of planet's orbit, in AU
# planet_heatreceived = the flux of heat received by the planet, in W/m^2 (for comparison, Earth receives 1360 W/m^2 from the Sun)
# transit_depth = the fraction of starlight the planet blocks
#

           name |         RA |        Dec | magnitude_J | distance | stellar_mass | stellar_radius | stellar_luminosity | stellar_temperature | planet_mass |  planet_radius | planet_period | planet_semimajor | planet_heatreceived |     transit_depth
   Kepler-1508b | 298.118885 |  40.375047 |      12.994 |    892.0 |         1.14 |           1.22 |      1.91763984934 |              6158.0 |         nan |   1.3675371769 |    20.7056504 |   0.154156117804 |       110435.715416 | 0.000105621465609
   Kepler-1509b | 283.797813 |  46.931004 |        14.2 |   1277.0 |          1.0 |           0.99 |             0.9801 |              5780.0 |         nan |  1.87907474159 |    25.4338197 |   0.169254784864 |       46822.2750026 | 0.000302838640666
    Kepler-150b | 288.234084 |  40.520905 |      13.817 |      nan |          nan |           0.94 |     0.756560250536 |              5560.0 |         nan |  1.24856326204 |      3.428054 |              nan |                 nan | 0.000148306082951
    Kepler-150c | 288.234084 |  40.520905 |      13.817 |      nan |          nan |           0.94 |     0.756560250536 |              5560.0 |         nan |  3.66112818155 |      7.381998 |              nan |                 nan |  0.00127516895034
    Kepler-150d | 288.234084 |  40.520905 |      13.817 |      nan |          nan |           0.94 |     0.756560250536 |              5560.0 |         nan |  2.84250320289 |      12.56093 |              nan |                 nan | 0.000768669742186
    Kepler-150e | 288.234084 |  40.520905 |      13.817 |      nan |          nan |           0.94 |     0.756560250536 |              5560.0 |         nan |  3.14528473461 |     30.826557 |              nan |                 nan | 0.000941147720572
    Kepler-150f | 288.234084 |  40.520905 |      13.817 |      nan |          nan |           0.94 |     0.756560250536 |              5560.0 |         nan |  3.67625821506 |      637.2093 |    1.27245279327 |       639.475917109 |  0.00128573029317
   Kepler-1510b | 298.959138 |  48.257824 |      14.076 |   1615.0 |         1.19 |           1.28 |       2.1690788695 |              6200.0 |         nan |  3.35823988165 |     84.703921 |   0.399991927337 |       18553.9731217 | 0.000578624819295
   Kepler-1511b | 288.421218 |  43.179798 |      12.713 |    897.0 |         1.17 |           1.29 |       2.0160664266 |              6064.0 |         nan |  1.62327547107 |    23.2382792 |   0.167931110688 |       97837.7708357 | 0.000133106296336
   Kepler-1512b | 289.274503 |  44.470253 |      11.315 |    162.0 |         0.73 |           0.67 |     0.146946370886 |              4372.0 |         nan |  1.17734580281 |   20.35972599 |   0.131387929517 |       11649.6253723 | 0.000259568532662
   Kepler-1513b | 289.791634 |  39.285277 |      11.758 |    384.0 |         0.99 |           0.97 |     0.839169730933 |              5617.0 |         nan |  8.36990270567 |  160.88465087 |   0.576971953567 |       3449.88356174 |  0.00625879775953
   Kepler-1514b | 292.627466 |  37.860133 |      10.953 |    379.0 |         1.21 |           1.22 |      2.03613375303 |              6251.0 |         nan |  11.9724910666 |   217.8317626 |   0.754992243933 |       4888.60959069 |  0.00809548643929
   Kepler-1515b |  290.97393 |  48.178162 |      11.163 |    504.0 |          1.3 |           1.41 |      3.20123571135 |              6511.0 |         nan |   9.7432619047 |   214.3114164 |   0.764911548906 |        7487.8864381 |  0.00401387733257
   Kepler-1516b | 291.494603 |  44.523502 |      13.233 |    872.0 |         1.04 |           1.07 |      1.24635453125 |              5904.0 |         nan |  1.72697171343 |    7.25931979 |  0.0743375588042 |       308666.174347 | 0.000218975970936
   Kepler-1517b |  287.80722 |  43.188778 |      11.505 |    869.0 |         1.58 |           1.95 |      8.22678108584 |              7010.0 |         nan |  9.85142879773 |    5.54608367 |   0.071418359493 |       2207365.41231 |  0.00214547170089
   Kepler-1518b | 300.332385 |  44.986137 |      12.309 |   1140.0 |         1.54 |           1.88 |      6.95587748426 |              6846.0 |         nan |  3.15588861886 |    5.11177904 |  0.0670638041952 |       2116603.87155 | 0.000236876077885
   Kepler-1519b | 296.667903 |  49.461861 |      13.642 |    858.0 |         0.94 |           0.91 |     0.752869062777 |              5644.0 |         nan |  6.96571896386 |   240.7989397 |   0.742014219081 |       1871.36726544 |  0.00492541331649
    Kepler-151b | 292.162778 |  41.023235 |      13.383 |      nan |         0.83 |           0.83 |     0.548548967425 |              5460.0 |         nan |  3.16293361049 |     15.228958 |   0.112998510725 |       58794.1336017 |  0.00122072414698
    Kepler-151c | 292.162778 |  41.023235 |      13.383 |      nan |         0.83 |           0.83 |     0.548548967425 |              5460.0 |         nan |  2.05436191159 |     24.674612 |   0.155880867932 |       30895.3986817 | 0.000514981101664
   Kepler-1520b | 290.966214 |  51.504723 |      14.021 |    636.0 |         0.76 |           0.71 |      0.21610998012 |              4677.0 |         nan |   5.7726495558 |    0.65355357 |  0.0134500909556 |       1634889.53284 |  0.00555683187022
   Kepler-1521b | 292.690301 |  37.835001 |      11.415 |    227.0 |         0.81 |           0.76 |     0.334446916499 |              5042.0 |         nan |  2.49944271941 |   47.14840805 |    0.23808914289 |       8074.43319161 | 0.000909186042041
   Kepler-1522b | 289.843226 |   52.07016 |      13.097 |    690.0 |         0.96 |           0.93 |     0.821450905557 |              5706.0 |         nan |  1.73039786194 |    1.84788917 |  0.0290719560947 |       1330139.33601 | 0.000291017838148
   Kepler-1523b | 296.054062 |  45.827049 |      13.655 |    918.0 |         0.97 |           0.96 |     0.876530374145 |              5708.0 |         nan |  1.55352937388 |    0.93875077 |   0.018573368637 |        3477359.9312 | 0.000220135477521
   Kepler-1524b | 293.885398 |  39.519818 |      11.622 |    506.0 |         1.17 |           1.25 |      2.04071075442 |              6179.0 |         nan |  3.49814423625 |    70.9674603 |   0.353482587885 |       22351.6420547 | 0.000658338064795
   Kepler-1525b | 290.559517 |  49.943016 |      11.572 |    396.0 |         1.07 |           1.04 |      1.05784579187 |              5748.0 |         nan | 0.897847490788 |    2.41660118 |  0.0360466141379 |       1114185.34002 | 6.26515811145e-05
   Kepler-1526b | 285.119706 |  38.866428 |      13.928 |    576.0 |         0.73 |           0.69 |     0.191159444958 |              4601.0 |         nan |  2.44589038214 |      3.908632 |  0.0437244181058 |       136839.574874 |  0.00105625642761
   Kepler-1527b | 297.414414 |  46.060818 |      13.927 |   1560.0 |         1.21 |           1.32 |      2.34269011291 |              6224.0 |         nan |  4.80148534992 |    160.129918 |   0.614955005075 |       8477.97625716 |  0.00111223593232
   Kepler-1528b | 287.402943 |  46.573986 |      13.397 |    916.0 |         1.03 |           1.03 |      1.11857212346 |              5857.0 |         nan |  1.52499757449 |    1.79111021 |  0.0291492360758 |       1801663.45417 | 0.000184271183064
   Kepler-1529b | 289.870716 |  41.040728 |      13.799 |    683.0 |         0.81 |           0.77 |     0.344943115536 |              5048.0 |         nan |  2.15758153826 |    5.33905686 |  0.0557277189173 |       152008.887591 | 0.000660003976257
    Kepler-152b | 286.865479 |  41.989086 |      12.853 |      nan |          nan |           0.72 |     0.311273428879 |              5088.0 |         nan |  2.76155074709 |     18.207973 |              nan |                 nan |  0.00123661534561
    Kepler-152c | 286.865479 |  41.989086 |      12.853 |      nan |          nan |           0.72 |     0.311273428879 |              5088.0 |         nan |  2.40552876764 |     88.255055 |              nan |                 nan | 0.000938317216089
   Kepler-1530b | 288.162502 |  48.165154 |      12.798 |    552.0 |         0.92 |           0.88 |     0.624345454668 |              5477.0 |         nan |  1.67270546977 |     2.5904434 |  0.0359014434767 |       662926.173162 | 0.000303715654512
   Kepler-1530c | 288.162502 |  48.165154 |      12.798 |    552.0 |         0.92 |           0.88 |     0.624345454668 |              5477.0 |         nan |   1.6510098602 |     5.3227406 |  0.0580255643654 |       253775.820405 | 0.000295888139661
   Kepler-1531b | 285.146577 |  39.370798 |      12.142 |    670.0 |         1.16 |           1.27 |      2.21918455458 |              6260.0 |         nan |  1.10845395696 |    1.13854338 |   0.022420860729 |       6041612.84338 | 6.40355939194e-05
   Kepler-1532b | 296.902813 |  41.198191 |       13.66 |    824.0 |         0.91 |           0.88 |     0.662583606978 |              5559.0 |         nan |  1.35139252345 |    1.09366356 |  0.0201311934279 |       2237513.55897 | 0.000198239980862
   Kepler-1533b | 295.975556 |  44.713445 |      12.224 |    852.0 |         1.31 |           1.51 |      3.49427096257 |              6431.0 |         nan |  3.52001554271 |      308.5471 |   0.977772850282 |       5002.01124223 | 0.000456802882079
   Kepler-1534b | 292.395391 |  43.869072 |      14.392 |   1107.0 |          0.9 |           0.86 |     0.581192094876 |              5442.0 |         nan |  1.85793348424 |    5.71668872 |  0.0604102216862 |        217953.01048 | 0.000392334941916
   Kepler-1535b | 286.613698 |  38.891969 |      13.104 |    879.0 |         1.08 |           1.11 |      1.45080523074 |              6021.0 |         nan |  2.53339085709 |      138.9442 |   0.538643507929 |       6843.37415838 | 0.000437876872807
   Kepler-1536b | 291.585187 |   45.71579 |      13.306 |    401.0 |         0.71 |           0.67 |     0.155460838868 |              4434.0 |         nan |   3.1695432015 |    364.758031 |   0.891297293259 |       267.818062578 |  0.00188121015127
   Kepler-1537b | 294.385398 |   43.82547 |      13.126 |    503.0 |         0.81 |           0.77 |     0.353494733567 |              5079.0 |         nan |  1.18735015089 |     1.4444538 |  0.0233111665039 |        890264.31901 | 0.000199880184137
   Kepler-1538b | 283.345714 |  45.274456 |      14.122 |   1291.0 |         1.03 |           1.03 |      1.10337177183 |              5837.0 |         nan |  2.83351246766 |    175.138819 |   0.618681669895 |       3945.03992948 | 0.000636164417429
   Kepler-1539b | 284.219433 |  44.268543 |      13.931 |    788.0 |         0.84 |            0.8 |     0.411571876519 |              5176.0 |         nan |  2.68003073702 |   133.3036741 |   0.481860216406 |       2425.87031819 | 0.000943394073328
    Kepler-153b | 282.460522 |  48.257118 |      12.945 |      nan |          nan |           0.89 |     0.605243342472 |              5404.0 |         nan |  2.97679609009 |     18.870227 |              nan |                 nan | 0.000940398066528
    Kepler-153c | 282.460522 |  48.257118 |      12.945 |      nan |          nan |           0.89 |     0.605243342472 |              5404.0 |         nan |  2.63797373331 |      46.90232 |              nan |                 nan | 0.000738506782344
   Kepler-1540b | 283.344497 |  41.201741 |       12.25 |    262.0 |         0.74 |           0.69 |     0.181221716321 |              4540.0 |         nan |  2.51023949159 |   125.4131177 |   0.443512412703 |       1260.84794092 |  0.00111256578945
   Kepler-1541b | 283.787004 |  48.029564 |      12.451 |    414.0 |         0.86 |           0.81 |     0.457564446341 |              5282.0 |         nan |  1.15551830052 |    8.40691199 |  0.0769467676073 |       105763.433847 | 0.000171071311916
   Kepler-1542b | 285.728495 |   42.65453 |      11.421 |    336.0 |         0.94 |           0.99 |     0.841603476488 |              5564.0 |         nan | 0.771487252391 |    3.95116882 |  0.0479136847934 |       501709.598968 | 5.10482298789e-05
   Kepler-1542c | 285.728495 |   42.65453 |      11.421 |    336.0 |         0.94 |           0.99 |     0.841603476488 |              5564.0 |         nan | 0.642991275722 |    2.89223021 |  0.0389162591003 |       760517.795741 |  3.5459559738e-05
   Kepler-1542d | 285.728495 |   42.65453 |      11.421 |    336.0 |         0.94 |           0.99 |     0.841603476488 |              5564.0 |         nan | 0.856955388002 |    5.99273738 |  0.0632498274138 |       287907.423881 | 6.29853585354e-05
   Kepler-1542e | 285.728495 |   42.65453 |      11.421 |    336.0 |         0.94 |           0.99 |     0.841603476488 |              5564.0 |         nan | 0.760498692964 |    5.10115756 |   0.056809592323 |       356884.928522 | 4.96043910377e-05
   Kepler-1543b | 297.124312 |  47.037025 |      12.538 |   1114.0 |         1.39 |           1.65 |      4.51998179662 |              6561.0 |         nan |  2.57001242249 |    6.96710269 |  0.0796721072904 |       974514.060939 | 0.000203937046013
   Kepler-1544b |  297.28499 |  49.212456 |       12.48 |    349.0 |         0.81 |           0.74 |     0.279618522341 |              4886.0 |         nan |  1.73891936705 |    168.811174 |   0.557222993912 |       1232.45738082 | 0.000464182771279
   Kepler-1545b | 298.898763 |  47.463093 |      13.643 |    688.0 |         0.84 |            0.8 |     0.419581214198 |              5201.0 |         nan |  2.68121005978 |    163.692349 |   0.552558900602 |       1880.71466068 | 0.000944224519692
   Kepler-1546b | 297.583942 |  41.541227 |      14.025 |    994.0 |         0.95 |           0.93 |     0.774688086893 |              5623.0 |         nan |  3.04527785748 |    19.5974971 |   0.139843248518 |       54213.5569175 |  0.00090132521321
   Kepler-1547b | 283.764074 |  42.222172 |      12.332 |    665.0 |         1.12 |           1.18 |      1.70253262899 |              6078.0 |         nan | 0.881412424166 |    0.69297968 |  0.0159154737485 |       9198570.37108 | 4.69016248834e-05
   Kepler-1548b | 287.471233 |  46.080666 |      14.057 |   1150.0 |         0.99 |           0.97 |     0.893632971487 |              5706.0 |         nan |  2.61693968778 |    124.828679 |   0.487178234864 |       5152.84953926 | 0.000611839521198
   Kepler-1549b | 286.052426 |  39.096053 |      13.791 |    792.0 |         0.88 |           0.84 |     0.507924785251 |              5324.0 |         nan |  2.48555158391 |    214.886545 |   0.672822132504 |       1535.54624303 | 0.000736004647912
    Kepler-154b | 289.780522 |   49.89653 |      13.389 |      nan |         0.89 |            1.0 |     0.939155944781 |              5690.0 |         nan |  2.24164555481 |     33.040532 |   0.193833090147 |       34209.4353074 | 0.000422403448601
    Kepler-154c | 289.780522 |   49.89653 |      13.389 |      nan |         0.89 |            1.0 |     0.939155944781 |              5690.0 |         nan |  2.91841906029 |     62.303276 |   0.295849259941 |       14684.5543112 | 0.000715960188579
    Kepler-154d | 289.780522 |   49.89653 |      13.389 |      nan |         0.89 |            1.0 |     0.939155944781 |              5690.0 |         nan |     3.84195112 |   20.54981883 |   0.141232689706 |       64436.4022685 |  0.00124078700958
    Kepler-154e | 289.780522 |   49.89653 |      13.389 |      nan |         0.89 |            1.0 |     0.939155944781 |              5690.0 |         nan |  1.53462552091 |    3.93276465 |  0.0469024148326 |       584266.972678 | 0.000197969551959
    Kepler-154f | 289.780522 |   49.89653 |      13.389 |      nan |         0.89 |            1.0 |     0.939155944781 |              5690.0 |         nan |  1.50517513249 |    9.91935684 |  0.0869064962441 |       170175.588886 | 0.000190444150059
   Kepler-1550b |  287.76456 |  38.294704 |      13.812 |   1202.0 |         1.07 |           1.11 |      1.42210571674 |              5991.0 |         nan |  3.02127214609 |    225.582809 |   0.741762981671 |       3537.24876234 | 0.000622769455269
   Kepler-1551b | 295.785514 |  39.907921 |        14.1 |   1560.0 |         1.14 |           1.22 |      1.89038260107 |              6136.0 |         nan |  2.66529097711 |    24.4973698 |   0.172443893049 |       86999.7703506 | 0.000401202069403
   Kepler-1552b | 291.676831 |  38.874915 |      13.504 |    618.0 |         0.85 |           0.78 |         0.39917124 |              5202.0 |         nan |  2.48123320309 |    184.771853 |   0.601399986907 |       1510.41554593 | 0.000850627718558
   Kepler-1553b | 291.919159 |  39.022273 |      13.677 |    719.0 |         0.85 |           0.81 |     0.459647042392 |              5288.0 |         nan |  1.12661501108 |    4.24261881 |  0.0485842549283 |       266500.119783 | 0.000162620239713
   Kepler-1554b | 286.576164 |  41.741473 |      14.367 |    982.0 |         0.84 |           0.81 |     0.462784256063 |              5297.0 |         nan |  2.89334303116 |    198.088774 |   0.627479537387 |       1608.58299343 |  0.00107256441024
   Kepler-1555b | 287.635473 |  45.716061 |      14.221 |   1382.0 |         1.04 |           1.06 |       1.1919790199 |              5866.0 |         nan |  1.61994178999 |    8.10501635 |  0.0800043509423 |       254862.202188 | 0.000196327282574
   Kepler-1556b | 288.397002 |    40.2132 |      13.998 |   1060.0 |         0.97 |           0.95 |     0.799775096204 |              5608.0 |         nan |  1.90626620868 |    8.82713457 |  0.0827440878333 |       159866.682894 | 0.000338464758534
   Kepler-1557b | 293.881413 |  46.838879 |      14.194 |   1532.0 |         1.11 |           1.17 |      1.69705103615 |              6099.0 |         nan |  1.55648897944 |    3.74032496 |  0.0488255464783 |       974237.203384 | 0.000148769514004
   Kepler-1558b | 286.819367 |  46.911694 |      12.204 |    343.0 |         0.83 |           0.79 |     0.378585627932 |              5101.0 |         nan | 0.694706714069 |    3.50470358 |  0.0424352522906 |       287722.998987 | 6.50043436309e-05
   Kepler-1559b |  292.28658 |  42.072456 |      13.155 |    580.0 |         0.86 |           0.82 |     0.481123134488 |              5316.0 |         nan | 0.710908185766 |    0.97191543 |  0.0182607396524 |       1974620.05351 | 6.31819306915e-05
    Kepler-155b | 288.495833 |  51.081947 |      12.533 |      nan |         0.58 |           0.62 |      0.14223538571 |              4508.0 |         nan |  2.07991208032 |      5.931194 |  0.0534774446677 |       68066.0256684 | 0.000946019619566
    Kepler-155c | 288.495833 |  51.081947 |      12.533 |      nan |         0.58 |           0.62 |      0.14223538571 |              4508.0 |         nan |  2.20065707264 |     52.661793 |   0.229301197027 |       3702.19289872 |  0.00105904626402
   Kepler-1560b | 292.784608 |  43.215984 |      12.247 |    529.0 |         1.02 |           1.02 |      1.06582981815 |              5815.0 |         nan | 0.902448972608 |    3.03195744 |  0.0412681836006 |       856487.818338 | 6.58019151502e-05
   Kepler-1561b | 296.923604 |  43.566467 |      13.453 |    993.0 |         1.07 |           1.11 |      1.39009667419 |              5957.0 |         nan |  1.06686535413 |    1.00520701 |  0.0200862175072 |       4715336.75616 | 7.76545368576e-05
   Kepler-1562b | 294.455709 |  46.743614 |      14.169 |   1315.0 |         1.02 |           1.05 |      1.08731950352 |              5760.0 |         nan |  3.53420413227 |    64.2737752 |    0.31609854238 |       14892.7954367 | 0.000952353605199
   Kepler-1563b | 288.573588 |  51.472755 |       12.41 |    547.0 |          1.0 |           0.99 |     0.969965487941 |              5765.0 |         nan | 0.737116201383 |    3.43276598 |   0.044534443315 |       669311.456071 | 4.66009845417e-05
   Kepler-1564b | 290.586124 |  46.642689 |      13.711 |    872.0 |         0.93 |            0.9 |     0.677712978519 |              5528.0 |         nan |  1.47149805574 |    18.0540381 |    0.13146509176 |       53664.7285984 | 0.000224712863527
   Kepler-1565b | 297.952967 |  40.806808 |      13.917 |    657.0 |         0.76 |           0.73 |     0.284342751901 |              4940.0 |         nan |  1.14729734334 |    1.53818844 |  0.0237982006832 |       687096.837657 | 0.000207634646731
   Kepler-1566b | 283.587614 |  40.574927 |      12.946 |    511.0 |         0.84 |           0.81 |     0.447939084319 |              5254.0 |         nan | 0.810958093949 |    0.53991524 |  0.0122436258374 |       4089431.06682 |  8.4259786696e-05
   Kepler-1567b |   286.6952 |  40.291819 |      14.371 |   1226.0 |         0.95 |           0.93 |     0.792473923293 |              5655.0 |         nan |  2.67733248924 |    153.979578 |   0.552692003852 |       3550.44386119 | 0.000696678305527
   Kepler-1568b | 289.182664 |  47.873383 |      12.929 |    883.0 |         1.09 |           1.19 |      1.59661911871 |              5956.0 |         nan |  1.30155726176 |     20.925392 |   0.152941189612 |       93414.9595393 | 0.000100560217501
   Kepler-1569b | 292.204706 |   37.22122 |      12.888 |   1050.0 |         1.25 |            1.4 |      2.79987175311 |              6319.0 |         nan |   1.6728592257 |    5.79180156 |  0.0679901004766 |       828916.540124 | 0.000120020736616
    Kepler-156b | 290.296515 |   37.74949 |      12.735 |      nan |          nan |           0.81 |     0.395817003409 |              5094.0 |         nan |  2.26494273245 |      4.973456 |              nan |                 nan | 0.000657261178503
    Kepler-156c | 290.296515 |   37.74949 |      12.735 |      nan |          nan |           0.81 |     0.395817003409 |              5094.0 |         nan |  2.50472321303 |     15.906801 |              nan |                 nan | 0.000803790763465
   Kepler-1570b | 299.861833 |  45.827354 |      12.489 |    463.0 |         0.92 |           0.89 |     0.673349577722 |              5550.0 |         nan |  1.09003892883 |     26.548955 |   0.169392479975 |       32115.6245333 | 0.000126094914334
   Kepler-1571b | 300.935406 |  45.596546 |      12.477 |    802.0 |         1.23 |           1.39 |      2.72178000962 |              6297.0 |         nan |  1.50402052597 |    3.38555488 |  0.0472775365268 |       1666507.89243 | 9.84173107383e-05
   Kepler-1572b | 281.897275 |  46.722633 |      12.685 |    600.0 |         0.97 |           0.95 |     0.805494902475 |              5618.0 |         nan | 0.945097999471 |    5.49548621 |  0.0603292448623 |       302880.316303 | 8.31955399733e-05
   Kepler-1573b | 292.988348 |   49.48497 |      14.021 |   1180.0 |         1.01 |            1.0 |      1.01951842082 |              5808.0 |         nan |  1.18076407475 |     2.6157554 |   0.037276784349 |       1004112.16121 | 0.000117197899985
   Kepler-1574b | 292.158664 |   49.63776 |      13.972 |   1275.0 |         1.06 |           1.08 |      1.25946791984 |              5892.0 |         nan |  1.27330271906 |     6.9424334 |  0.0726177852726 |       326862.534135 | 0.000116844800032
   Kepler-1575b |  293.74325 |  45.761597 |      14.268 |   1170.0 |         0.95 |           0.92 |     0.782126771357 |              5667.0 |         nan |  1.32237287533 |    2.55314213 |  0.0359383190097 |       828754.052688 | 0.000173670389251
   Kepler-1576b | 289.073975 |  40.366015 |      12.197 |    539.0 |         1.05 |           1.06 |      1.20012788117 |              5876.0 |         nan |  1.05935249672 |    6.98471973 |  0.0726823541467 |       310909.209704 | 8.39581433642e-05
   Kepler-1577b | 292.955275 |  47.573105 |      13.491 |    543.0 |         0.78 |           0.74 |     0.274164931823 |              4862.0 |         nan |  1.12603784931 |    6.30560247 |  0.0614868846061 |       99245.5306922 | 0.000194641796976
   Kepler-1578b |    288.302 |  47.775555 |      14.157 |   1016.0 |          0.9 |           0.86 |     0.626457698675 |              5545.0 |         nan |  1.01042406667 |    1.45088691 |  0.0242160390205 |       1462007.38939 | 0.000116039013737
   Kepler-1579b | 293.288009 |  43.514988 |      13.439 |    466.0 |         0.75 |            0.7 |     0.193848820213 |              4584.0 |         nan |  0.87356566214 |    0.84990789 |  0.0159539499299 |        1042295.2178 | 0.000130914754843
    Kepler-157b | 291.097225 |  38.875609 |      12.939 |      nan |          nan |           1.04 |      1.07711591552 |              5774.0 |         nan |  1.29738709826 |      1.732342 |              nan |                 nan |  0.00013081755827
    Kepler-157c | 291.097225 |  38.875609 |      12.939 |      nan |          nan |           1.04 |      1.07711591552 |              5774.0 |         nan |  2.17093688449 |       13.5405 |              nan |                 nan | 0.000366286813307
    Kepler-157d | 291.097225 |  38.875609 |      12.939 |      nan |          nan |           1.04 |      1.07711591552 |              5774.0 |         nan |  1.53575719796 |    7.02573474 |              nan |                 nan |  0.00018330402784
   Kepler-1580b | 285.968722 |  41.363559 |      11.584 |    872.0 |         1.47 |           2.15 |      6.23103200167 |              6228.0 |         nan |   2.0929498372 |    56.6449279 |   0.328205882014 |       79164.6496277 | 7.96588966698e-05
   Kepler-1581b | 287.371261 |  39.603581 |      11.331 |    443.0 |         1.12 |           1.23 |      1.78263272091 |              6022.0 |         nan | 0.776612276988 |    6.28385491 |   0.069208059085 |       509345.609298 | 3.35113441836e-05
   Kepler-1582b |  289.37665 |  41.158613 |      13.285 |    112.0 |         0.28 |            0.3 |   0.00854021087066 |              3208.0 |         nan |  1.46963349495 |    4.83817712 |  0.0366246724202 |       8713.34938822 |  0.00201729374247
   Kepler-1583b | 286.386934 |  47.016628 |      11.693 |    357.0 |         0.94 |           0.91 |     0.753402775871 |              5645.0 |         nan | 0.604410538752 |    9.32807355 |  0.0849513898687 |       142873.035245 |  3.7082998157e-05
   Kepler-1584b | 287.762683 |  43.274429 |      13.921 |   1325.0 |          1.1 |           1.13 |      1.55207993062 |              6069.0 |         nan |  1.61612803215 |    13.3997099 |    0.11397100784 |       163526.950586 | 0.000171944467804
   Kepler-1585b | 296.159005 |  44.563114 |      14.566 |   1269.0 |         0.94 |           0.91 |     0.697883991945 |              5538.0 |         nan |  1.75950809474 |     3.5827463 |  0.0448869281057 |       474031.824311 |  0.00031426305018
   Kepler-1586b | 298.202609 |  44.925827 |      11.964 |    864.0 |         1.45 |           1.75 |      5.46676783781 |              6681.0 |         nan |  1.57541079744 |    15.6049212 |    0.13832381244 |       391021.612631 | 6.81247788801e-05
   Kepler-1587b | 292.677726 |   49.66391 |      12.957 |    907.0 |         1.08 |           1.22 |      1.65236391085 |              5933.0 |         nan |  1.31612598057 |     9.4060467 |  0.0894703703815 |       282495.323661 | 9.78292740528e-05
   Kepler-1588b | 288.232715 |  48.002178 |      12.766 |    658.0 |         0.96 |           0.99 |      1.00543798975 |              5817.0 |         nan | 0.741992763826 |    7.84931739 |  0.0762508871361 |       236662.540102 | 4.72196233171e-05
   Kepler-1589b | 294.441792 |  40.571686 |      13.859 |   1418.0 |         1.18 |           1.25 |      2.02359106848 |              6166.0 |         nan |  1.11094311609 |    0.99166527 |  0.0205654066367 |       6548052.97054 | 6.63983345273e-05
    Kepler-158b | 284.032244 |  39.781348 |      12.722 |      nan |          nan |           0.62 |     0.157314081547 |              4623.0 |         nan |  2.17635226469 |     16.709184 |              nan |                 nan |  0.00103578250688
    Kepler-158c | 284.032244 |  39.781348 |      12.722 |      nan |          nan |           0.62 |     0.157314081547 |              4623.0 |         nan |  1.86893526229 |     28.551383 |              nan |                 nan | 0.000763833506022
   Kepler-1590b | 291.407812 |  48.017891 |      13.025 |    900.0 |         1.11 |           1.16 |       1.6184054059 |              6053.0 |         nan |  1.10804928172 |    7.61760804 |  0.0784488601155 |       359896.876729 | 7.67000668211e-05
   Kepler-1591b | 296.516659 |  44.608608 |      13.509 |   1090.0 |          1.1 |           1.16 |      1.64964421357 |              6082.0 |         nan |  1.29617313199 |    8.18504949 |    0.08204995196 |       335349.496182 | 0.000104955117432
   Kepler-1592b | 293.850646 |  38.397749 |      13.697 |   1349.0 |         1.18 |           1.28 |      2.18732844155 |              6213.0 |         nan |  1.47694243272 |    3.05710069 |  0.0435612560838 |       1577528.60987 | 0.000111918212282
   Kepler-1593b |  300.48818 |   44.46067 |      14.188 |    755.0 |         0.81 |           0.77 |     0.330683150732 |              4995.0 |         nan |  3.09223218679 |    174.509835 |   0.569693819405 |       1394.41833198 |  0.00135567725625
   Kepler-1594b |  293.62309 |  47.961914 |      13.649 |   1100.0 |         1.06 |           1.08 |      1.30627849368 |              5946.0 |         nan |  1.08050985838 |    2.71603809 |  0.0388441618966 |       1184808.87353 |  8.4140196904e-05
   Kepler-1595b | 285.722721 |   43.00948 |       14.04 |    841.0 |         0.84 |            0.8 |     0.420226972007 |              5203.0 |         nan |  1.22863832732 |    4.56380468 |  0.0508055344793 |       222805.499968 | 0.000198272148034
   Kepler-1596b | 285.557511 |  49.330074 |       14.25 |   1166.0 |         0.95 |           0.92 |     0.803880271088 |              5706.0 |         nan |  1.88997038075 |     66.373379 |   0.315382106678 |       11060.6666358 | 0.000354754496692
   Kepler-1597b | 288.163973 |  42.481083 |      13.241 |   1255.0 |         1.25 |           1.39 |       2.8627532394 |              6377.0 |         nan |  1.06747971206 |    2.94654179 |  0.0433289638787 |       2086850.50785 | 4.95773405881e-05
   Kepler-1598b | 288.469102 |   46.78368 |      12.734 |    734.0 |         1.07 |           1.09 |      1.32521829292 |              5940.0 |         nan | 0.947097285953 |    4.34195123 |  0.0532743037865 |       639022.115787 | 6.34643382448e-05
   Kepler-1599b | 286.220889 |  41.151251 |      13.735 |   1004.0 |         0.99 |           0.99 |     0.971312194421 |              5767.0 |         nan |   1.5779225502 |    122.363553 |    0.48074304918 |       5751.70821561 | 0.000213547525792
    Kepler-159b |  297.07017 |  40.868784 |      13.104 |      nan |          nan |           0.66 |     0.178576154159 |              4625.0 |         nan |  2.44074118647 |     10.139623 |              nan |                 nan |  0.00114960635544
