# This table is a summary of properties of many of the known transiting exoplanets.
#
# name = name of the planet
# RA = right ascension of the system on the sky (in degrees)
# Dec = declination of the system on the sky (in degrees)
# magnitude_J = brightness of the star (in J-band, 1.1-1.3 microns; magnitudes)
# distance = distance to the star, in parsecs
# stellar_mass = mass of the star, in solar masses
# stellar_radius = radius of the star, in solar radii
# stellar_luminosity = luminosity of the star, relative to the Sun
# stellar_temperature = temperature of the star, in K
# planet_mass = mass of planet, in Earth masses
# planet_radius = radius of planet, in Earth radii
# planet_period = period of planet, in days
# planet_semimajor = semimajor axis of planet's orbit, in AU
# planet_heatreceived = the flux of heat received by the planet, in W/m^2 (for comparison, Earth receives 1360 W/m^2 from the Sun)
# transit_depth = the fraction of starlight the planet blocks
#

           name |         RA |        Dec | magnitude_J | distance | stellar_mass | stellar_radius | stellar_luminosity | stellar_temperature | planet_mass |  planet_radius | planet_period | planet_semimajor | planet_heatreceived |     transit_depth
      WASP-138b |  41.639084 |  -0.463922 |      10.782 |    308.0 |         1.22 |           1.36 |      2.56442889536 |              6272.0 |    387.7526 |         12.218 |      3.634433 |  0.0494323151789 |       1436259.09441 |  0.00678447103255
      WASP-139b |  49.562229 | -41.302147 |      10.982 |    230.0 |         0.92 |            0.8 |     0.455875974435 |              5310.0 |    37.18611 |          8.967 |      5.924262 |  0.0623187418305 |         160647.2826 |    0.010561070292
       WASP-13b | 140.102976 |  33.882439 |       9.442 |    155.0 |         1.09 |           1.56 |      2.51200074689 |              5826.0 |     151.599 |         15.569 |      4.353011 |  0.0536951720977 |       1192376.25605 |  0.00837270535642
      WASP-140b |   60.38562 | -20.451092 |       9.609 |    180.0 |          0.9 |           0.87 |     0.519122829349 |              5260.0 |    775.5052 |         16.141 |     2.2359835 |  0.0323092191706 |       680583.217826 |   0.0289344970333
      WASP-141b |  71.824409 | -17.115154 |      11.499 |    570.0 |         1.25 |           1.37 |      2.03768865364 |              5900.0 |    854.9627 |         13.563 |      3.310651 |  0.0468287071532 |       1271679.07072 |  0.00823879993423
      WASP-142b | 140.506393 | -23.946169 |      11.726 |    840.0 |         1.33 |           1.64 |      3.14393986389 |              6010.0 |    266.9772 |          17.15 |      2.052868 |   0.034763577249 |       3560322.53354 |  0.00919251019764
       WASP-14b | 218.276477 |  21.894714 |       8.869 |    160.0 |         1.21 |           1.31 |      2.70265324555 |              6475.0 |      2333.0 |          14.36 |      2.243752 |  0.0357419509986 |       2895328.53736 |   0.0101008949901
      WASP-157b | 201.655192 |   -8.31756 |       11.11 |      nan |         1.26 |           1.13 |      1.32892935849 |              5838.0 |   182.43442 |         11.938 |     3.9516205 |  0.0528331978117 |       651556.576423 |  0.00938209507882
       WASP-15b | 208.927939 | -32.159607 |       9.956 |      nan |         1.18 |           1.48 |      3.09153576388 |              6300.0 |       172.0 |          16.01 |     3.7520656 |    0.04993528282 |       1696771.18181 |  0.00983677642641
       WASP-16b | 214.683032 | -20.275484 |       9.984 |      nan |         1.02 |           0.95 |     0.853562407297 |              5700.0 |       272.0 |           11.3 |     3.1186009 |  0.0420506926169 |       660621.958394 |   0.0118933238324
       WASP-17b | 239.962306 | -28.061733 |      10.509 |    400.0 |         1.31 |           1.57 |      4.31891376199 |              6650.0 |   154.46538 |         22.317 |      3.735438 |  0.0515526921701 |       2224005.54207 |   0.0169850132382
       WASP-18b |  24.354311 | -45.677887 |       8.409 |   105.49 |         1.28 |           1.23 |      2.27414821088 |              6400.0 |     3314.83 |         13.059 |    0.94145299 |  0.0204112207119 |       7470416.91264 |  0.00947552296549
       WASP-19b | 148.417002 | -45.659191 |      10.911 |    250.0 |          0.9 |            1.0 |     0.861163378148 |              5568.0 |   339.76027 |         15.603 |    0.78883899 |  0.0160896915761 |       4552543.94654 |   0.0204649074362
        WASP-1b |   5.166978 |   31.98999 |      10.586 |    408.0 |         1.24 |           1.47 |                nan |                 nan |     271.415 |         16.623 |     2.5199454 |  0.0388751594537 |                 nan |    0.010749238722
       WASP-20b |   5.160559 | -23.935728 |       9.701 |    210.0 |          1.2 |           1.39 |      2.15508312748 |              5940.0 |      98.841 |         16.388 |     4.8996284 |  0.0599838582596 |        819708.17334 |   0.0116846545624
       WASP-21b | 347.492721 |  18.396086 |       10.35 |    242.0 |         0.89 |           1.14 |      1.31768111976 |              5800.0 |      95.345 |          11.99 |      4.322482 |  0.0499519017814 |       722720.378688 |  0.00929869988664
       WASP-22b |  52.818043 | -23.819702 |      10.634 |    300.0 |         1.25 |           1.25 |      2.00657932293 |              6153.0 |   196.10111 |          13.44 |    3.53273064 |  0.0487224692163 |       1156809.33711 |  0.00971789224316
       WASP-23b | 101.127587 | -42.761826 |       10.96 |      nan |         0.78 |           0.77 |      0.37367927599 |              5150.0 |      280.95 |         10.783 |     2.9444256 |  0.0370082447143 |       373392.913104 |   0.0164850901984
       WASP-24b | 227.215586 |   2.343304 |      10.457 |      nan |         1.18 |           1.33 |       2.1586242784 |              6075.0 |     340.382 |         14.571 |    2.34121242 |  0.0364631719071 |       2221939.34786 |   0.0100894850722
       WASP-25b | 195.359879 |   -27.5222 |      10.596 |      nan |          1.0 |           0.92 |     0.802191003962 |              5703.0 |     184.334 |         13.675 |      3.764825 |   0.047361970043 |       489420.664375 |   0.0185725947652
       WASP-26b |   4.602897 | -15.267305 |      10.021 |    250.0 |         1.11 |            1.3 |        1.883773365 |              5939.0 |     326.715 |         14.359 |     2.7566004 |  0.0398373186164 |       1624472.95826 |    0.010255462574
       WASP-28b | 353.616152 |  -1.580064 |      11.078 |    410.0 |         1.02 |           1.09 |      1.52279732519 |              6150.0 |      288.26 |         13.597 |       3.40883 |  0.0445540300461 |       1049861.84124 |   0.0130805729404
       WASP-29b | 357.879538 | -39.906719 |       9.353 |     70.0 |         0.82 |           0.81 |     0.312049602414 |              4800.0 |      77.547 |          8.878 |      3.922727 |  0.0455613485624 |       205728.531268 |   0.0100984288813
        WASP-2b | 307.725542 |   6.429536 |      10.166 |    166.0 |         0.89 |           0.84 |     0.462232622518 |              5200.0 |     290.802 |         12.005 |      2.152226 |  0.0310540347818 |       655976.913743 |   0.0171695662692
       WASP-31b | 169.439021 | -19.054773 |      10.912 |    360.0 |         1.16 |           1.25 |      2.20811794748 |              6302.0 |     151.916 |         17.363 |     3.4059096 |  0.0465487443583 |       1394666.46759 |   0.0162189625921
       WASP-32b |   3.961682 |   1.200451 |      10.503 |      nan |          1.1 |           1.11 |      1.52845952934 |              6100.0 |     1144.14 |         13.227 |      2.718659 |  0.0393520429099 |        1350776.2316 |     0.01193631626
       WASP-34b | 165.399561 | -23.860636 |       9.172 |    120.0 |         1.01 |           0.93 |     0.818001247725 |              5700.0 |      187.51 |         13.675 |     4.3176782 |  0.0520643600715 |        412987.52091 |   0.0181753314941
       WASP-35b |  76.081782 |  -6.229821 |       9.887 |      nan |         1.07 |           1.09 |      1.37040499132 |              5990.0 |     228.828 |         14.796 |      3.161575 |  0.0431184838243 |       1008755.69945 |   0.0154892081871
       WASP-36b | 131.580405 |  -8.026946 |      11.609 |    450.0 |         1.08 |           0.98 |       1.0850114953 |              5959.0 |   750.39663 |         14.874 |    1.53736596 |  0.0266504815058 |        2090683.3077 |   0.0193640845648
       WASP-37b | 221.943987 |   1.064966 |      11.499 |    343.0 |         0.93 |            1.0 |      1.01391283453 |              5800.0 |      572.07 |         13.002 |      3.577469 |    0.04468325462 |       694984.399359 |   0.0142106482955
       WASP-38b | 243.959845 |  10.032566 |       8.287 |    110.0 |          1.2 |           1.33 |      2.26721335623 |              6150.0 |     855.245 |         12.263 |      6.871815 |  0.0751694347244 |       549128.336522 |  0.00714634111156
       WASP-39b | 217.326702 |  -3.444534 |      10.663 |    230.0 |         0.93 |            0.9 |     0.617090278211 |              5400.0 |      88.989 |         14.235 |      4.055259 |  0.0485780350253 |       357876.226613 |   0.0210292358477
        WASP-3b | 278.631793 |  35.661533 |       9.603 |    220.0 |         1.23 |           1.36 |      2.78026606573 |              6400.0 |    629.3034 |         15.693 |     1.8468355 |  0.0314487065458 |        3847200.4541 |   0.0111925153949
       WASP-41b | 190.618736 |  -30.63987 |      10.096 |    180.0 |         0.93 |           0.87 |     0.641111184596 |              5545.0 |    298.7602 |         13.227 |      3.052404 |  0.0401965600441 |       543024.730828 |   0.0194302223067
       WASP-42b | 192.981545 | -42.073608 |      10.542 |    160.0 |         0.95 |           0.89 |     0.566345866375 |              5315.0 |   167.49641 |         12.576 |     4.9816819 |  0.0558721515279 |       248287.569076 |    0.016784121386
       WASP-43b | 154.908372 |  -9.806276 |       9.995 |     80.0 |         0.58 |            0.6 |     0.120893194342 |              4400.0 |     565.714 |         10.424 |      0.813475 |  0.0142223720221 |        817940.69543 |   0.0253723020146
       WASP-44b |   3.903165 | -11.938115 |      11.702 |      nan |         0.95 |           0.93 |       0.6638097146 |              5410.0 |     282.539 |         12.778 |     2.4238039 |   0.034714113946 |       753868.274381 |   0.0158691417018
       WASP-45b |   5.237497 |  -35.99826 |      10.753 |      nan |          0.9 |           0.92 |     0.513032650471 |              5100.0 |   318.46566 |         11.119 |      3.126096 |  0.0406299123775 |       425321.430974 |    0.012278614754
       WASP-46b | 318.736981 |  -55.87178 |      11.753 |      nan |         0.83 |           0.86 |     0.651684897941 |              5600.0 |    607.0553 |         13.159 |    1.43036763 |  0.0233991547555 |       1628925.97926 |   0.0196807859988
       WASP-48b |  291.16233 |   55.47316 |      10.627 |      nan |         1.06 |           1.52 |      2.68275383115 |              6000.0 |       288.0 |          15.65 |    2.14363544 |  0.0332280962285 |       3325323.77295 |  0.00891117711332
       WASP-49b |  91.089427 | -16.965294 |      10.146 |    170.0 |         0.94 |           0.98 |     0.846238745244 |              5600.0 |     120.135 |         12.498 |     2.7817387 |  0.0379186967585 |       805471.416121 |   0.0136716980137
        WASP-4b | 353.562841 | -42.061428 |      11.179 |    300.0 |         0.89 |           0.92 |     0.662189199877 |              5436.0 |   386.48128 |         14.908 |    1.33823251 |  0.0228604240744 |       1734113.66514 |   0.0220727620309
       WASP-50b |  43.688073 |  -10.89808 |      10.401 |    230.0 |         0.89 |           0.84 |     0.537554197908 |              5400.0 |     466.555 |         12.924 |     1.9550959 |  0.0294335022875 |        849185.18061 |   0.0198988919684
       WASP-52b | 348.494748 |   8.761262 |      10.588 |    140.0 |         0.87 |           0.79 |     0.349480417807 |              5000.0 |       146.2 |          14.24 |     1.7497798 |  0.0271119626915 |       650676.260793 |   0.0273123685217
       WASP-53b |  31.909203 | -20.661839 |      10.959 |      nan |         0.84 |            0.8 |      0.34509759464 |              4953.0 |   677.61356 |         12.038 |     3.3098443 |  0.0411077669169 |       279484.800294 |    0.019033658442
       WASP-54b | 205.454308 |  -0.128076 |       9.365 |    200.0 |         1.21 |           1.83 |      4.15441775652 |              6100.0 |     202.131 |         18.528 |     3.6936411 |  0.0498308332241 |       2289696.39338 |  0.00861684879712
       WASP-55b | 203.758114 | -17.503464 |      10.775 |    330.0 |         1.16 |            1.1 |      1.47173216284 |              6070.0 |   199.27941 |         14.964 |     4.4656291 |   0.055755896531 |       647904.813398 |   0.0155562028057
       WASP-56b | 183.366285 |  23.055698 |      10.874 |    255.0 |         1.02 |           1.11 |      1.08564218869 |              5600.0 |     181.473 |          12.24 |      4.617101 |  0.0546235015989 |       497956.803799 |   0.0102214014495
       WASP-57b | 223.820104 |  -2.057665 |      11.625 |    455.0 |         0.89 |           0.93 |     0.762090681759 |              5600.0 |   204.68252 |         11.769 |    2.83891856 |  0.0378362443485 |       728542.079237 |   0.0134619135185
       WASP-58b | 274.701064 |  45.172016 |      10.626 |    300.0 |         0.94 |           1.17 |      1.38794527919 |              5800.0 |      282.86 |          15.36 |       5.01718 |  0.0560885253282 |       603793.360381 |   0.0144878611654
       WASP-59b | 349.623126 |   24.88929 |       10.44 |    125.0 |         0.72 |           0.61 |     0.155869135939 |              4650.0 |     274.276 |          8.687 |      7.919585 |  0.0691852087571 |       44565.3835816 |   0.0170480040808
        WASP-5b | 359.348991 | -41.277149 |      10.949 |    300.0 |         0.96 |           1.03 |      1.00337324975 |              5700.0 |      502.15 |         12.184 |     1.6284279 |  0.0267220228081 |       1923038.10628 |   0.0117624800247
       WASP-60b | 356.666564 |  31.155935 |      10.964 |    400.0 |         1.08 |           1.14 |      1.41093301416 |              5900.0 |     163.358 |           9.64 |     4.3050011 |  0.0530122786032 |       687096.101725 |  0.00601087826862
       WASP-61b |  75.299663 | -26.054144 |      11.219 |    480.0 |         1.22 |           1.36 |      2.64383760893 |              6320.0 |     654.702 |         13.899 |        3.8559 |  0.0514205851747 |       1368436.90884 |  0.00877976437471
       WASP-62b |  87.139961 | -63.988434 |       9.272 |    160.0 |         1.25 |           1.28 |      2.28321684849 |              6280.0 |     181.155 |         15.581 |      4.411953 |  0.0567096741873 |       971620.990794 |   0.0124555894079
       WASP-63b |  94.336431 | -38.323257 |       9.818 |    330.0 |         1.32 |           1.88 |      3.04807132671 |              5570.0 |      120.77 |         16.029 |       4.37809 |  0.0574532141877 |       1263748.04816 |  0.00611069667995
       WASP-64b | 101.115041 | -32.858402 |      11.368 |    350.0 |          1.0 |           1.06 |     0.856003255059 |              5400.0 |     403.945 |         14.247 |     1.5732918 |    0.02656845198 |       1659613.45414 |     0.01518548565
       WASP-65b | 133.324304 |   8.523038 |      10.669 |    310.0 |         0.93 |           1.01 |     0.898842299067 |              5600.0 |      492.62 |         12.464 |     2.3114243 |  0.0333949395963 |       1103027.16898 |   0.0128016426732
       WASP-66b | 158.224966 | -34.989845 |      10.719 |    380.0 |          1.3 |           1.75 |      5.14361338916 |              6580.0 |     737.335 |         15.581 |      4.086052 |  0.0545904833844 |       2362101.03984 |  0.00666358781582
       WASP-67b |  295.74384 | -19.949596 |      10.608 |    225.0 |         0.87 |           0.87 |     0.511272341885 |              5240.0 |     133.483 |         15.693 |       4.61442 |  0.0517826646219 |       260944.136698 |   0.0273506096902
       WASP-68b | 305.095785 |  -19.31468 |       9.341 |      nan |         1.24 |           1.69 |      3.12396308242 |              5911.0 |      301.93 |           13.9 |      5.084298 |  0.0620848185642 |       1109172.49831 |  0.00568656174291
       WASP-69b | 315.025778 |  -5.094404 |       8.032 |     50.0 |         0.83 |           0.81 |     0.290526312841 |              4715.0 |      82.632 |          9.113 |     3.8681382 |  0.0453204188673 |       193580.529999 |   0.0106401137393
        WASP-6b | 348.157246 | -22.673937 |      10.769 |      nan |         0.84 |           0.86 |     0.553094606101 |              5375.0 |   154.14755 |         13.787 |    3.36100208 |  0.0414322812214 |       440946.362166 |   0.0216041018653
     WASP-70 Ab | 315.476951 | -13.433218 |       9.996 |    245.0 |         1.11 |           1.22 |        1.470966513 |              5763.0 |     187.512 |         13.047 |     3.7130203 |  0.0485876362646 |       852737.329612 |   0.0096138032764
       WASP-71b |  29.263338 |   0.758834 |       9.636 |    345.0 |         1.56 |           2.26 |      6.16750250562 |              6059.0 |     712.545 |          16.37 |     2.9036747 |  0.0461364930644 |         3965374.482 |  0.00441036007675
       WASP-72b |  41.039999 | -30.169039 |       9.964 |    340.0 |         1.39 |           1.98 |       5.3596829042 |              6250.0 |    491.3763 |          14.24 |     2.2167421 |  0.0370137309448 |       5353988.09536 |  0.00434793622957
       WASP-73b |  319.94961 | -58.148876 |       9.352 |      nan |         1.34 |           2.07 |      5.09596294798 |              6036.0 |       597.5 |         13.002 |       4.08722 |  0.0551564857667 |       2292435.46447 |  0.00331644806074
       WASP-74b | 304.538823 |  -1.075676 |       8.548 |    120.0 |         1.48 |           1.64 |      3.06107286059 |              5970.0 |    301.9385 |         17.486 |       2.13775 |  0.0370105107235 |       3058352.52204 |  0.00955623496932
       WASP-75b | 342.385707 |  -10.67556 |      10.362 |    260.0 |         1.14 |           1.26 |      1.96946867038 |              6100.0 |      340.06 |         14.235 |      2.484193 |  0.0374994647783 |       1916738.96073 |   0.0107292019631
       WASP-76b |  26.632746 |   2.700539 |       8.541 |    120.0 |         1.46 |           1.73 |      4.09167303438 |              6250.0 |    292.4036 |         20.512 |      1.809886 |  0.0329724836803 |       5150645.14908 |   0.0118172759513
     WASP-77 Ab |  37.155115 |  -7.060681 |       8.766 |     93.0 |          1.0 |           0.95 |     0.739923149238 |              5500.0 |      559.36 |          13.56 |     1.3600309 |  0.0240232860971 |       1754631.09088 |   0.0171263863186
       WASP-78b |   63.75624 | -22.116434 |      11.286 |    550.0 |         1.17 |            1.6 |      3.17576202833 |              6100.0 |     282.857 |         19.055 |    2.17517632 |  0.0346198217912 |       3626288.29501 |   0.0119226146825
       WASP-79b |  66.370903 | -30.600445 |       9.299 |    240.0 |         1.38 |           1.53 |      3.97967173082 |              6600.0 |      286.03 |          23.43 |     3.6623866 |  0.0517689133778 |       2032231.52441 |   0.0197131162604
        WASP-7b | 311.042609 | -39.225273 |       8.648 |    140.0 |         1.28 |           1.43 |      3.07383546595 |              6400.0 |     305.104 |         14.908 |      4.954658 |  0.0617559785472 |       1103028.24704 |  0.00913608772211
       WASP-80b | 303.167407 |  -2.144208 |       9.218 |     60.0 |         0.58 |           0.59 |    0.0918866467147 |              4143.0 |   170.99254 |         11.198 |    3.06785234 |   0.034651894427 |       104727.918063 |    0.030281017953
       WASP-81b | 304.207886 |    3.29405 |      11.263 |      nan |         1.08 |           1.28 |      1.74285393217 |              5870.0 |   231.69807 |         16.018 |     2.7164762 |  0.0390467983312 |       1564422.89893 |   0.0131640707283
       WASP-82b |  72.660671 |   1.893921 |       9.046 |    200.0 |         1.63 |           2.18 |      7.55405983878 |              6490.0 |    394.1092 |         18.719 |      2.705782 |  0.0447223174461 |       5168872.89985 |  0.00619791861246
       WASP-83b | 190.152085 | -19.284243 |      10.804 |    300.0 |         1.11 |           1.05 |       0.9104867706 |              5510.0 |      95.349 |         11.657 |      4.971252 |  0.0590225644421 |       357685.654304 |   0.0103606872087
       WASP-84b | 131.107099 |   1.860033 |       9.346 |    125.0 |         0.84 |           0.75 |     0.401880906682 |              5314.0 |     220.565 |         10.559 |     8.5234865 |  0.0770497398514 |       92644.3742699 |   0.0166615968009
     WASP-85 Ab |  175.90838 |   6.563726 |       9.275 |      nan |         1.09 |           0.94 |      1.10478491535 |              6112.0 |   402.05495 |         13.899 |     2.6556777 |  0.0386241534156 |       1013500.15938 |   0.0183782845037
       WASP-88b | 309.511192 | -48.462067 |      10.568 |      nan |         1.45 |           2.08 |      6.63024160891 |              6431.0 |      177.98 |         19.055 |         4.954 |  0.0642248405478 |       2199820.86818 |   0.0070548015873
       WASP-89b | 313.899962 | -18.971106 |      11.546 |      nan |         0.92 |           0.88 |      0.48053325826 |              5130.0 |    1875.197 |         11.657 |     3.3564227 |  0.0426691120421 |       361210.422568 |   0.0147503327061
        WASP-8b | 359.900292 | -35.031391 |       8.501 |     87.0 |         1.03 |           0.94 |     0.778567841834 |              5600.0 |      713.18 |         11.635 |      8.158715 |  0.0796207502034 |       168076.874471 |   0.0128786587499
       WASP-90b | 315.531971 |   7.056235 |       10.55 |    340.0 |         1.55 |           1.98 |      6.00430740008 |              6430.0 |    200.2329 |         18.271 |      3.916243 |  0.0562717234669 |       2595054.70529 |  0.00715793618734
       WASP-92b | 246.692108 |  51.041115 |      11.834 |    530.0 |         1.19 |           1.34 |      2.50228526194 |              6280.0 |   255.85315 |         16.376 |     2.1746742 |  0.0348140933987 |       2825469.80331 |   0.0125545060479
       WASP-93b |   9.458792 |  51.288761 |      10.233 |    250.0 |         1.33 |           1.52 |      4.17133465005 |              6700.0 |    467.2101 |         17.901 |     2.7325321 |  0.0419715880461 |       3240621.15121 |   0.0116589912643
     WASP-94 Ab | 313.783098 | -34.135555 |       9.159 |    180.0 |         1.45 |           1.62 |      3.37028273606 |              6153.0 |     143.653 |          19.28 |     3.9501907 |  0.0553521641032 |       1505432.05045 |   0.0119063212893
       WASP-95b | 337.457189 | -48.003086 |       8.936 |      nan |         1.11 |           1.13 |      1.14942096091 |              5630.0 |      359.13 |          13.56 |      2.184673 |  0.0341165559929 |       1351489.81842 |   0.0121047565609
       WASP-96b |   1.046351 | -47.360626 |      11.267 |      nan |         1.06 |           1.05 |     0.930478415943 |              5540.0 |      152.55 |          13.45 |     3.4252602 |  0.0453416754043 |       619405.715859 |   0.0137930254708
       WASP-97b |  24.604338 | -55.772083 |       9.407 |      nan |         1.12 |           1.06 |      1.01863077449 |              5640.0 |      419.52 |          12.67 |       2.07276 |  0.0330398892745 |       1277037.52452 |   0.0120097804149
       WASP-98b |  58.428794 | -34.328194 |      11.691 |      nan |         0.81 |           0.74 |     0.440203892368 |              5473.0 |   293.03926 |         12.823 |    2.96264036 |  0.0375773351699 |       426644.305913 |   0.0252411659845
       WASP-99b |  39.897688 | -50.008003 |       8.436 |      nan |         1.48 |           1.76 |      4.04825519905 |              6180.0 |      883.53 |          12.33 |       5.75251 |  0.0716020389661 |       1080640.24023 |  0.00412566903211
         WTS-1b |   293.9932 |  36.290325 |      15.375 |   3200.0 |          1.2 |           1.15 |      1.80802485481 |              6250.0 |     1274.44 |           16.7 |      3.352057 |  0.0465801884905 |       1140422.94236 |   0.0177268197714
         WTS-2b | 293.732796 |  36.815491 |      13.928 |   1000.0 |         0.82 |           0.75 |     0.314985955803 |              5000.0 |    355.9696 |         15.278 |     1.0187068 |  0.0185454474952 |       1253373.73186 |   0.0348822148138
          XO-1b |  240.54935 |  28.169586 |       9.939 |    172.0 |         1.03 |           0.94 |     0.865397691337 |              5750.0 |     292.391 |         13.563 |    3.94150685 |  0.0493159225234 |       486973.626624 |   0.0175004567639
        XO-2 Nb | 117.026968 |    50.2258 |       9.744 |    145.5 |         0.97 |           1.01 |     0.738740581365 |              5332.0 |     189.737 |         11.422 |    2.61585922 |  0.0367790115037 |       747404.802159 |   0.0107506601153
          XO-3b |  65.469581 |  57.817181 |       9.013 |    174.0 |         1.21 |           1.38 |      2.91487893801 |              6429.0 |     3747.06 |         13.641 |     3.1915239 |   0.045205757786 |       1952077.46131 |  0.00821349151274
          XO-4b | 110.388223 |  58.268108 |       9.667 |    293.0 |         1.32 |           1.55 |      2.27222568812 |              5700.0 |      565.71 |          14.91 |     4.1250828 |  0.0553559793415 |       1014813.93143 |   0.0077783137704
          XO-5b | 116.716527 |  39.094578 |      10.774 |    260.0 |         1.04 |           1.13 |     0.994591748033 |              5430.0 |       378.2 |          12.78 |     4.1877558 |  0.0515147870119 |       512914.606592 |   0.0107522261025
      CoRoT-22b | 280.667115 |   6.219136 |      12.414 |    592.0 |          1.1 |           1.14 |       1.4486105711 |              5939.0 |         nan |  4.91905534354 |       9.75598 |  0.0917112419836 |       235705.943021 |   0.0015651187076
      CoRoT-24b | 101.922547 |  -3.719301 |      13.595 |    600.0 |         0.91 |           0.86 |     0.397838074734 |              4950.0 |         nan |  3.77242661082 |        5.1134 |  0.0435909736515 |        286534.70944 |  0.00161747756147
EPIC 211822797b | 130.410365 |  17.640005 |      12.277 |    181.5 |         0.61 |           0.59 |    0.0706837483424 |              3880.0 |         nan |  2.29859930076 |     21.169619 |   0.128126957224 |       5892.54054175 |  0.00127589837668
EPIC 211913977b | 130.344085 |  18.933875 |      11.162 |    181.5 |          0.8 |           0.73 |     0.257491010599 |              4819.0 |         nan |  2.07470231961 |     14.677286 |   0.110325992093 |       28951.4567655 | 0.000678983831171
EPIC 211969807b | 129.636756 |  19.773829 |      12.878 |    181.5 |         0.51 |           0.48 |    0.0370420882985 |              3660.0 |         nan |  1.86286344056 |       1.97419 |  0.0245530553531 |        84090.785493 |  0.00126611493604
EPIC 211970147b | 130.056046 |   19.77881 |      11.282 |    181.5 |         0.77 |           0.71 |     0.219456136974 |              4695.0 |         nan |  1.32470229886 |      9.915615 |  0.0835315403991 |       43043.8175661 | 0.000292626363407
EPIC 211990866b |  129.60125 |  20.106063 |       9.463 |    181.5 |         1.18 |           1.19 |      1.77986989619 |              6120.0 |         nan |  3.48940499542 |      1.673916 |   0.034309174696 |       2069339.49922 | 0.000722773800799
EPIC 220674823b |   13.07978 |  10.794699 |       10.77 |    253.0 |         0.93 |           0.83 |     0.602687331404 |              5590.0 |         nan |  1.45698600953 |      0.571308 |  0.0108070645153 |       7062209.66443 | 0.000259028855112
EPIC 220674823c |   13.07978 |  10.794699 |       10.77 |    253.0 |         0.93 |           0.83 |     0.602687331404 |              5590.0 |         nan |   2.5507762842 |     13.341245 |  0.0640704539119 |       200928.014839 |  0.00079392983743
      HAT-P-32b |  31.042848 |  46.687836 |      10.251 |    283.0 |          nan |           1.22 |      2.05968775469 |              6269.0 |         nan |  20.0933321999 |    2.15000805 |              nan |                 nan |   0.0228022569446
      HAT-P-57b | 274.743421 |  10.597294 |        9.67 |    303.0 |         1.47 |            1.5 |        6.378465605 |              7500.0 |         nan |  16.2986556761 |      2.465295 |  0.0406311214295 |       5287649.16647 |  0.00992463673474
      HAT-P-67b | 256.610687 |  44.776981 |       9.145 |    320.0 |         1.64 |           2.55 |      9.81107836244 |              6406.0 |         nan |  23.7267242535 |     4.8101025 |  0.0674839331319 |       2948356.56164 |  0.00727760990574
     HD 106315b | 183.472473 |  -0.393484 |       8.116 |    107.3 |         1.07 |           1.18 |      1.95278865226 |              6290.0 |         nan |  2.23542670574 |        9.5521 |  0.0916368387856 |       318257.815492 | 0.000301682711612
     HD 106315c | 183.472473 |  -0.393484 |       8.116 |    107.3 |         1.07 |           1.18 |      1.95278865226 |              6290.0 |         nan |  3.98506519539 |       21.0576 |   0.183273677571 |       79564.4538729 | 0.000958739045329
       HD 3167b |   8.739684 |   4.381469 |       7.548 |     45.8 |         0.88 |           0.83 |     0.513265382357 |              5370.0 |         nan |  1.60352562234 |      0.959628 |  0.0176000764963 |       2267654.54873 | 0.000313753941655
       HD 3167c |   8.739684 |   4.381469 |       7.548 |     45.8 |         0.88 |           0.83 |     0.513265382357 |              5370.0 |         nan |  2.83830597897 |       29.8454 |   0.162877900909 |       26477.7866763 | 0.000983005181458
     HIP 41378b | 126.616043 |  10.080378 |       7.982 |   116.14 |         1.15 |            1.4 |       2.5931716385 |              6199.0 |         nan |   2.9181579267 |       15.5712 |   0.126950456655 |       220204.789467 | 0.000365220443513
     HIP 41378c | 126.616043 |  10.080378 |       7.982 |   116.14 |         1.15 |            1.4 |       2.5931716385 |              6199.0 |         nan |  2.51627029815 |       31.6978 |   0.475250427478 |       15712.6799014 |  0.00027155142042
     HIP 41378d | 126.616043 |  10.080378 |       7.982 |   116.14 |         1.15 |            1.4 |       2.5931716385 |              6199.0 |         nan |  3.75780320659 |         156.0 |   0.594176642385 |       10052.2699966 | 0.000605627464452
     HIP 41378e | 126.616043 |  10.080378 |       7.982 |   116.14 |         1.15 |            1.4 |       2.5931716385 |              6199.0 |         nan |  5.58202876922 |         131.0 |   0.528867289676 |       12688.2545215 |  0.00133635436712
     HIP 41378f | 126.616043 |  10.080378 |       7.982 |   116.14 |         1.15 |            1.4 |       2.5931716385 |              6199.0 |         nan |  10.3763449846 |         324.0 |   0.967228719145 |        3793.4724041 |  0.00461770623699
        K2-105b | 125.420277 |   13.49753 |      10.541 |    233.0 |         1.01 |           0.95 |     0.705041032669 |              5434.0 |         nan |  3.53671255153 |      8.266902 |  0.0793417103095 |       153276.406376 |  0.00116505354181
         K2-10b | 172.121957 |   1.690636 |      11.059 |    271.0 |         0.92 |           0.98 |     0.858392787681 |              5620.0 |         nan |  4.01431715512 |       19.3044 |   0.130791521754 |       68673.7727168 |  0.00141047300631
         K2-11b | 169.042002 |    1.98684 |      11.865 |   2019.0 |         1.35 |           5.15 |      20.7043654407 |              5433.0 |         nan |  7.33039078314 |      39.93767 |    1.07959970395 |       24310.8667751 | 0.000170307339507
